Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.03    0.00 3962103/4046701     S_AL_SrcLoop [224]
[404]    0.0    0.03    0.00 4046701         S_AL_HearingThroughEntity [404]
                0.00    0.00   57173/57173       DistanceSquared [799]
-----------------------------------------------
                0.03    0.00 3305132/3305132     AutospriteDeform [161]
[405]    0.0    0.03    0.00 3305132         GlobalVectorToLocal [405]
-----------------------------------------------
                0.03    0.00  413331/413331      CL_CgameSystemCalls [11]
[406]    0.0    0.03    0.00  413331         qsnapvectorsse [406]
-----------------------------------------------
                0.03    0.00  368928/368928      FS_ListFilteredFiles [391]
[407]    0.0    0.03    0.00  368928         FS_ReturnPath [407]
-----------------------------------------------
                0.03    0.00  269919/269919      Com_Frame [3]
[408]    0.0    0.03    0.00  269919         NET_FlushPacketQueue [408]
-----------------------------------------------
                0.03    0.00  269919/269919      S_AL_Update [122]
[409]    0.0    0.03    0.00  269919         S_AL_MusicUpdate [409]
-----------------------------------------------
                0.02    0.00       1/2           Com_Error <cycle 2> [286]
                0.02    0.00       1/2           Com_Quit_f <cycle 2> [483]
[410]    0.0    0.03    0.00       2         VM_Forced_Unload_Done [410]
-----------------------------------------------
                                                 <spontaneous>
[411]    0.0    0.03    0.00                 RB_CalcFogTexCoords [411]
-----------------------------------------------
                                                 <spontaneous>
[412]    0.0    0.03    0.00                 RB_SurfaceAxis [412]
-----------------------------------------------
                                                 <spontaneous>
[413]    0.0    0.03    0.00                 R_GetAnimTag [413]
-----------------------------------------------
                                                 <spontaneous>
[414]    0.0    0.03    0.00                 R_LoadMDR [414]
-----------------------------------------------
                                                 <spontaneous>
[415]    0.0    0.03    0.00                 SCR_GetBigStringWidth [415]
-----------------------------------------------
                0.00    0.00    2346/460927      mdfour_tail [597]
                0.03    0.00  458581/460927      mdfour_update [281]
[416]    0.0    0.03    0.00  460927         copy64 [416]
-----------------------------------------------
                0.00    0.00      47/1480        CL_ServerInfoPacket [585]
                0.00    0.00      57/1480        CL_Ping_f [586]
                0.02    0.01    1376/1480        CL_GetPing [418]
[417]    0.0    0.02    0.01    1480         CL_SetServerInfoByAddress [417]
                0.00    0.01 6440960/6502028     NET_CompareAdr [530]
                0.00    0.00    1480/1480        CL_SetServerInfo [879]
-----------------------------------------------
                0.00    0.03    1984/1984        LAN_GetPing [419]
[418]    0.0    0.00    0.03    1984         CL_GetPing [418]
                0.02    0.01    1376/1480        CL_SetServerInfoByAddress [417]
                0.00    0.00    1376/1489        NET_AdrToStringwPort [621]
                0.00    0.00    1329/211623469     Sys_Milliseconds [175]
                0.00    0.00    1376/557218      Q_strncpyz [757]
                0.00    0.00    1329/271272      Cvar_VariableIntegerValue [768]
-----------------------------------------------
                0.00    0.03    1984/1984        CL_UISystemCalls [86]
[419]    0.0    0.00    0.03    1984         LAN_GetPing [419]
                0.00    0.03    1984/1984        CL_GetPing [418]
-----------------------------------------------
                0.00    0.00   84675/1400283     ConstOptimize [422]
                0.01    0.01 1315608/1400283     VM_Compile [233]
[420]    0.0    0.02    0.01 1400283         EmitPushStack [420]
                0.00    0.01  921553/12428867     EmitString [263]
                0.00    0.00  921553/46599464     Emit1 [363]
-----------------------------------------------
                0.00    0.03    9143/9143        CL_CgameSystemCalls [11]
[421]    0.0    0.00    0.03    9143         CL_GetServerCommand [421]
                0.02    0.00    1220/1220        CL_ConfigstringModified [457]
                0.00    0.01   10363/28081       Cmd_TokenizeString [455]
                0.00    0.00    9143/297408      Com_DPrintf [482]
                0.00    0.00    9143/420276      Cmd_Argv [762]
                0.00    0.00    9143/29263       Cmd_Argc [813]
-----------------------------------------------
                0.00    0.03 1095816/1095816     VM_Compile [233]
[422]    0.0    0.00    0.03 1095816         ConstOptimize [422]
                0.00    0.01  547839/3179733     EmitCommand [351]
                0.00    0.00  272655/1640521     EmitRexString [435]
                0.00    0.00  275184/12428867     EmitString [263]
                0.00    0.00  463164/1143171     EmitMovEAXStack [535]
                0.00    0.00  148857/148857      EmitCallConst [564]
                0.00    0.00   84675/1400283     EmitPushStack [420]
                0.00    0.00  425496/4013697     Emit4 [487]
                0.00    0.00   95133/120126      EmitBranchConditions [575]
                0.00    0.00   80067/209691      EmitJumpIns [563]
                0.00    0.00  122343/46599464     Emit1 [363]
                0.00    0.00      30/30          Emit2 [719]
                0.00    0.00  759300/2285802     Constant4 [751]
                0.00    0.00  162588/162588      iss8 [785]
                0.00    0.00   17727/2303529     NextConstant4 [750]
-----------------------------------------------
                0.01    0.00       9/19          CL_ShutdownAll [333]
                0.01    0.00      10/19          Hunk_Clear [393]
[423]    0.0    0.03    0.00      19         CL_ShutdownCGame [423]
                0.00    0.00       5/44          VM_Free [459]
                0.00    0.00      19/15034       Key_SetCatcher <cycle 1> [951]
                0.00    0.00       5/542318      VM_Call [203]
                0.00    0.00      19/2123054     Key_GetCatcher [330]
-----------------------------------------------
                0.00    0.03     618/618         R_LoadImage [137]
[424]    0.0    0.00    0.03     618         R_LoadPNG [424]
                0.00    0.03     618/618         ReadBufferedFile [425]
-----------------------------------------------
                0.00    0.03     618/618         R_LoadPNG [424]
[425]    0.0    0.00    0.03     618         ReadBufferedFile [425]
                0.00    0.02     618/10357       FS_ReadFile [210]
                0.01    0.00     618/3529        CL_RefMalloc [372]
                0.00    0.00     618/51807       Z_Free [802]
-----------------------------------------------
                0.03    0.00 1018974/1018974     R_DlightSurface [117]
[426]    0.0    0.03    0.00 1018974         R_DlightGrid [426]
-----------------------------------------------
                0.03    0.00  209027/209027      R_DlightSurface [117]
[427]    0.0    0.03    0.00  209027         R_DlightTrisurf [427]
-----------------------------------------------
                                                 <spontaneous>
[428]    0.0    0.03    0.00                 PerpendicularVector [428]
-----------------------------------------------
                                                 <spontaneous>
[429]    0.0    0.03    0.00                 R_LocalNormalToWorld [429]
-----------------------------------------------
                0.01    0.01  268416/268416      S_Respatialize [387]
[430]    0.0    0.01    0.01  268416         S_AL_Respatialize [430]
                0.00    0.01 1073664/26439184     _S_AL_SanitiseVector [205]
-----------------------------------------------
                                  63             Cbuf_ExecuteText <cycle 2> [610]
                               17562             Cbuf_Execute <cycle 2> [512]
[431]    0.0    0.00    0.02   17625         Cmd_ExecuteString <cycle 2> [431]
                0.00    0.01   17625/28081       Cmd_TokenizeString [455]
                0.01    0.00     352/352         CL_GameCommand [541]
                0.00    0.00       1/1           CL_PlayCinematic_f [557]
                0.00    0.00      57/57          CL_Ping_f [586]
                0.00    0.00       8/8           Cmd_Exec_f [608]
                0.00    0.00       1/1           CL_GlobalServers_f [671]
                0.00    0.00    1996/1996        Cvar_Set_f [698]
                0.00    0.00       1/1           Con_MessageMode_f [708]
                0.00    0.00  101121/11515975     Q_stricmp [748]
                0.00    0.00   17625/29263       Cmd_Argc [813]
                0.00    0.00    1897/1897        IN_Button0Up [873]
                0.00    0.00    1893/1893        IN_Button0Down [874]
                0.00    0.00    1559/1559        IN_UpUp [877]
                0.00    0.00    1559/1559        IN_UpDown [876]
                0.00    0.00    1418/1418        IN_MoveleftUp [880]
                0.00    0.00    1416/1416        IN_MoveleftDown [881]
                0.00    0.00    1342/1342        IN_MoverightUp [883]
                0.00    0.00    1342/1342        IN_MoverightDown [882]
                0.00    0.00     794/794         IN_ForwardUp [895]
                0.00    0.00     794/794         IN_ForwardDown [894]
                0.00    0.00     403/403         Key_Bind_f [911]
                0.00    0.00     353/353         Cvar_Command [919]
                0.00    0.00     135/135         IN_BackUp [936]
                0.00    0.00     135/135         IN_BackDown [935]
                0.00    0.00       8/8           Key_Unbindall_f [1001]
                0.00    0.00       2/2           IN_SpeedUp [1061]
                0.00    0.00       1/1           Cmd_Wait_f [1080]
                0.00    0.00       1/1           IN_DownUp [1094]
                0.00    0.00       1/1           IN_SpeedDown [1095]
                0.00    0.00       1/1           CL_ForwardToServer_f [1074]
                0.00    0.00       1/1           SV_RehashBans_f [1104]
                0.00    0.00       1/1           CL_ForwardCommandToServer [1073]
                                   1             Com_Quit_f <cycle 2> [483]
                                   1             CL_Disconnect_f <cycle 2> [747]
                                   1             CL_Connect_f <cycle 2> [667]
-----------------------------------------------
                0.02    0.00   58863/58863       CL_Netchan_Process [230]
[432]    0.0    0.02    0.00   58863         Netchan_Process [432]
                0.00    0.00   58863/555681      MSG_ReadLong [392]
                0.00    0.00     556/42805       MSG_ReadShort [568]
                0.00    0.00   58863/58918       MSG_BeginReadingOOB [798]
-----------------------------------------------
                0.01    0.01  268851/268851      CL_CreateCmd [356]
[433]    0.0    0.01    0.01  268851         CL_CmdButtons [433]
                0.01    0.00  510776/2123054     Key_GetCatcher [330]
-----------------------------------------------
                0.01    0.01     332/332         ParseMesh [291]
[434]    0.0    0.01    0.01     332         R_SubdividePatchToGrid [434]
                0.00    0.01     332/332         R_CreateSurfaceGridMesh [495]
                0.00    0.00     332/332         MakeMeshNormals [582]
                0.00    0.00   15408/69632952     VectorNormalize [135]
                0.00    0.00   15408/16137       VectorLengthSquared [819]
                0.00    0.00   14778/50022       LerpDrawVert [805]
                0.00    0.00     791/791         Transpose [896]
                0.00    0.00     332/332         PutPointsOnCurve [922]
                0.00    0.00     127/127         InvertErrorTable [938]
                0.00    0.00     127/127         InvertCtrl [937]
-----------------------------------------------
                0.00    0.00      14/1640521     EmitCallProcedure [689]
                0.00    0.00     140/1640521     EmitCallDoSyscall [609]
                0.00    0.00  272655/1640521     ConstOptimize [422]
                0.00    0.02 1367712/1640521     VM_Compile [233]
[435]    0.0    0.00    0.02 1640521         EmitRexString [435]
                0.01    0.02 1640521/12428867     EmitString [263]
                0.00    0.00 1640521/46599464     Emit1 [363]
-----------------------------------------------
                0.00    0.02       9/9           S_DisableSounds [437]
[436]    0.0    0.00    0.02       9         S_AL_DisableSounds [436]
                0.02    0.00       9/12          S_AL_StopAllSounds [394]
-----------------------------------------------
                0.00    0.02       9/9           CL_ShutdownAll [333]
[437]    0.0    0.00    0.02       9         S_DisableSounds [437]
                0.00    0.02       9/9           S_AL_DisableSounds [436]
-----------------------------------------------
                0.00    0.02      72/72          R_LoadSurfaces [70]
[438]    0.0    0.00    0.02      72         ParseTriSurf [438]
                0.00    0.02      72/16521       ShaderForShaderNum [71]
                0.00    0.00   16920/26447609     AddPointToBounds [189]
                0.00    0.00   16920/4402177     R_ColorShiftLightingBytes [366]
                0.00    0.00      72/2469775     ClearBounds [367]
                0.00    0.00      72/51084       Hunk_AllocDebug [804]
-----------------------------------------------
                0.00    0.02      20/20          CL_UISystemCalls [86]
[439]    0.0    0.00    0.02      20         FS_GetFileList [439]
                0.00    0.02      18/27          FS_ListFiles [390]
                0.00    0.00      18/27          FS_FreeFileList [639]
                0.00    0.00      20/11515975     Q_stricmp [748]
                0.00    0.00       2/2           FS_GetModList [1060]
-----------------------------------------------
                0.01    0.01  197894/197894      Com_EventLoop [249]
[440]    0.0    0.01    0.01  197894         CL_MouseEvent [440]
                0.01    0.00  395350/2123054     Key_GetCatcher [330]
                0.00    0.00     438/542318      VM_Call [203]
-----------------------------------------------
                0.00    0.02       5/5           S_StartBackgroundTrack [442]
[441]    0.0    0.00    0.02       5         S_AL_StartBackgroundTrack [441]
                0.00    0.02       2/2           S_AL_MusicSourceFree [449]
                0.00    0.00       2/2           S_CodecOpenStream [625]
                0.00    0.00       2/2           S_AL_MusicSourceGet [699]
                0.00    0.00       5/20          S_AL_StopBackgroundTrack [970]
                0.00    0.00       2/557218      Q_strncpyz [757]
                0.00    0.00       2/2           S_AL_CloseMusicFiles [1062]
-----------------------------------------------
                0.00    0.02       5/5           CL_CgameSystemCalls [11]
[442]    0.0    0.00    0.02       5         S_StartBackgroundTrack [442]
                0.00    0.02       5/5           S_AL_StartBackgroundTrack [441]
-----------------------------------------------
                0.00    0.02     618/618         R_LoadImage [137]
[443]    0.0    0.00    0.02     618         R_LoadBMP [443]
                0.00    0.02     618/10357       FS_ReadFile [210]
-----------------------------------------------
                0.00    0.02     618/618         R_LoadImage [137]
[444]    0.0    0.00    0.02     618         R_LoadPCX [444]
                0.00    0.02     618/10357       FS_ReadFile [210]
-----------------------------------------------
                0.00    0.02       3/3           CL_Shutdown <cycle 2> [318]
[445]    0.0    0.00    0.02       3         CL_Snd_Shutdown [445]
                0.00    0.02       3/3           S_Shutdown [447]
-----------------------------------------------
                0.00    0.02       3/3           S_Shutdown [447]
[446]    0.0    0.00    0.02       3         S_AL_Shutdown [446]
                0.02    0.00       3/3           S_AL_SrcShutdown [462]
                0.00    0.00       3/11133       Com_Printf [353]
                0.00    0.00     387/1935        S_AL_StreamDie [872]
                0.00    0.00       3/20          S_AL_StopBackgroundTrack [970]
                0.00    0.00       3/3           S_AL_BufferShutdown [1056]
                0.00    0.00       3/3           QAL_Shutdown [1055]
-----------------------------------------------
                0.00    0.02       3/3           CL_Snd_Shutdown [445]
[447]    0.0    0.00    0.02       3         S_Shutdown [447]
                0.00    0.02       3/3           S_AL_Shutdown [446]
                0.00    0.00      18/397         Cmd_RemoveCommand [912]
                0.00    0.00       3/3           S_CodecShutdown [1058]
-----------------------------------------------
                0.02    0.00       5/5           CM_LoadMap [389]
[448]    0.0    0.02    0.00       5         CM_InitBoxHull [448]
                0.00    0.00      30/4394715     SetPlaneSignbits [227]
-----------------------------------------------
                0.00    0.02       2/2           S_AL_StartBackgroundTrack [441]
[449]    0.0    0.00    0.02       2         S_AL_MusicSourceFree [449]
                0.02    0.00       2/2           S_AL_SrcUnlock [463]
                0.00    0.00       2/282147      S_AL_SrcKill [362]
-----------------------------------------------
                0.02    0.00 2972205/2972205     CM_Trace [27]
[450]    0.0    0.02    0.00 2972205         VectorLengthSquared [450]
-----------------------------------------------
                0.02    0.00  270117/270117      RB_SwapBuffers [128]
[451]    0.0    0.02    0.00  270117         GLimp_EndFrame [451]
                0.00    0.00  270117/11515975     Q_stricmp [748]
-----------------------------------------------
                0.00    0.00    2837/141329      FindShaderInShaderText [51]
                0.00    0.00    2855/141329      GeneratePermanentShader [595]
                0.00    0.00   32707/141329      R_FindShader [48]
                0.01    0.00  102930/141329      ScanAndLoadShaderFiles [192]
[452]    0.0    0.02    0.00  141329         generateHashValue [452]
-----------------------------------------------
                0.02    0.00   58660/58660       CL_SetCGameTime [293]
[453]    0.0    0.02    0.00   58660         CL_AdjustTimeDelta [453]
-----------------------------------------------
                0.02    0.00   47864/47864       R_FixSharedVertexLodError_r [458]
[454]    0.0    0.02    0.00   47864         R_MergedWidthPoints [454]
-----------------------------------------------
                0.00    0.00       5/28081       Com_SafeMode [684]
                0.00    0.00       6/28081       Com_StartupVariable [674]
                0.00    0.00      13/28081       FS_PureServerSetReferencedPaks [661]
                0.00    0.00      14/28081       FS_PureServerSetLoadedPaks [331]
                0.00    0.00      55/28081       CL_ConnectionlessPacket [583]
                0.00    0.01   10363/28081       CL_GetServerCommand [421]
                0.00    0.01   17625/28081       Cmd_ExecuteString <cycle 2> [431]
[455]    0.0    0.00    0.02   28081         Cmd_TokenizeString [455]
                0.02    0.00   28081/28081       Cmd_TokenizeString2 [456]
-----------------------------------------------
                0.02    0.00   28081/28081       Cmd_TokenizeString [455]
[456]    0.0    0.02    0.00   28081         Cmd_TokenizeString2 [456]
                0.00    0.00   28081/557218      Q_strncpyz [757]
-----------------------------------------------
                0.02    0.00    1220/1220        CL_GetServerCommand [421]
[457]    0.0    0.02    0.00    1220         CL_ConfigstringModified [457]
                0.00    0.00    1220/420276      Cmd_Argv [762]
                0.00    0.00    1220/3216        Cmd_ArgsFrom [856]
-----------------------------------------------
                                 227             R_FixSharedVertexLodError_r [458]
                0.00    0.02     105/105         R_FixSharedVertexLodError [461]
[458]    0.0    0.00    0.02     105+227     R_FixSharedVertexLodError_r [458]
                0.02    0.00   47864/47864       R_MergedWidthPoints [454]
                0.00    0.00   47864/47864       R_MergedHeightPoints [807]
                                 227             R_FixSharedVertexLodError_r [458]
-----------------------------------------------
                0.00    0.00       5/44          CL_ShutdownCGame [423]
                0.00    0.00       9/44          CL_ShutdownUI [558]
                0.00    0.01      30/44          VM_Clear [489]
[459]    0.0    0.00    0.02      44         VM_Free [459]
                0.02    0.00      14/14          VM_Destroy_Compiled [460]
-----------------------------------------------
                0.02    0.00      14/14          VM_Free [459]
[460]    0.0    0.02    0.00      14         VM_Destroy_Compiled [460]
-----------------------------------------------
                0.00    0.02       5/5           R_LoadSurfaces [70]
[461]    0.0    0.00    0.02       5         R_FixSharedVertexLodError [461]
                0.00    0.02     105/105         R_FixSharedVertexLodError_r [458]
-----------------------------------------------
                0.02    0.00       3/3           S_AL_Shutdown [446]
[462]    0.0    0.02    0.00       3         S_AL_SrcShutdown [462]
-----------------------------------------------
                0.02    0.00       2/2           S_AL_MusicSourceFree [449]
[463]    0.0    0.02    0.00       2         S_AL_SrcUnlock [463]
-----------------------------------------------
                                                 <spontaneous>
[464]    0.0    0.02    0.00                 CIN_DrawCinematic [464]
-----------------------------------------------
                                                 <spontaneous>
[465]    0.0    0.02    0.00                 CL_VoipParseTargets [465]
-----------------------------------------------
                                                 <spontaneous>
[466]    0.0    0.02    0.00                 Com_SkipTokens [466]
-----------------------------------------------
                                                 <spontaneous>
[467]    0.0    0.02    0.00                 CrossProduct [467]
-----------------------------------------------
                                                 <spontaneous>
[468]    0.0    0.02    0.00                 DeformText [468]
-----------------------------------------------
                                                 <spontaneous>
[469]    0.0    0.02    0.00                 NET_QueuePacket [469]
-----------------------------------------------
                                                 <spontaneous>
[470]    0.0    0.02    0.00                 RB_CalcLightscaleTexCoords [470]
-----------------------------------------------
                                                 <spontaneous>
[471]    0.0    0.02    0.00                 RB_ClearDepth [471]
-----------------------------------------------
                                                 <spontaneous>
[472]    0.0    0.02    0.00                 RB_RenderFlare [472]
-----------------------------------------------
                                                 <spontaneous>
[473]    0.0    0.02    0.00                 R_TransformClipToWindow [473]
-----------------------------------------------
                0.02    0.00 2838556/2838556     CL_UISystemCalls [86]
[474]    0.0    0.02    0.00 2838556         _vmf [474]
-----------------------------------------------
                                   1             CL_Connect_f <cycle 2> [667]
                                   1             CL_Shutdown <cycle 2> [318]
                                   1             Com_Error <cycle 2> [286]
[475]    0.0    0.00    0.02       3         CL_Disconnect <cycle 2> [475]
                0.00    0.02       3/9           FS_PureServerSetLoadedPaks [331]
                0.00    0.00       3/89114       CL_WritePacket [163]
                0.00    0.00       3/8           FS_PureServerSetReferencedPaks [661]
                0.00    0.00       3/542318      VM_Call [203]
                0.00    0.00       3/7           CL_UpdateGUID [725]
                0.00    0.00       9/3057        Cvar_Set [694]
                0.00    0.00       3/397         Cmd_RemoveCommand [912]
                0.00    0.00       3/44          S_ClearSoundBuffer [962]
                0.00    0.00       3/4           SCR_StopCinematic [1047]
                0.00    0.00       3/269931      CL_VideoRecording [771]
                0.00    0.00       1/1010        CL_AddReliableCommand [890]
                                   1             CL_OldGame <cycle 2> [746]
-----------------------------------------------
                0.00    0.00       3/375         S_AL_BufferUse [540]
                0.00    0.01     372/375         S_AL_RegisterSound [477]
[476]    0.0    0.01    0.01     375         S_AL_BufferLoad [476]
                0.00    0.01     375/375         S_CodecLoad [491]
                0.00    0.00      14/14          S_AL_BufferUseDefault [629]
                0.00    0.00     361/361         S_AL_Format [916]
                0.00    0.00     361/361         S_AL_GenBuffers [917]
                0.00    0.00     361/8075        Hunk_FreeTempMemory [830]
-----------------------------------------------
                0.00    0.02    9655/9655        S_RegisterSound [478]
[477]    0.0    0.00    0.02    9655         S_AL_RegisterSound [477]
                0.00    0.01     372/375         S_AL_BufferLoad [476]
                0.00    0.00    9655/9657        Com_Milliseconds [653]
                0.00    0.00    9655/9658        S_AL_BufferFind [826]
-----------------------------------------------
                0.00    0.01    3171/9655        CL_UISystemCalls [86]
                0.00    0.01    6484/9655        CL_CgameSystemCalls [11]
[478]    0.0    0.00    0.02    9655         S_RegisterSound [478]
                0.00    0.02    9655/9655        S_AL_RegisterSound [477]
-----------------------------------------------
                0.00    0.02    9436/9436        CL_WritePacket [163]
[479]    0.0    0.00    0.02    9436         MSG_WriteString [479]
                0.00    0.02    9436/98550       MSG_WriteData [255]
                0.00    0.00    9436/557218      Q_strncpyz [757]
-----------------------------------------------
                0.01    0.01  269919/269919      CL_Frame [4]
[480]    0.0    0.01    0.01  269919         Con_RunConsole [480]
                0.01    0.00  269919/2123054     Key_GetCatcher [330]
-----------------------------------------------
                0.01    0.01  268851/268851      CL_CreateCmd [356]
[481]    0.0    0.01    0.01  268851         CL_KeyMove [481]
                0.01    0.00 1613106/2688510     CL_KeyState [509]
                0.00    0.00  806553/806553      ClampChar [753]
-----------------------------------------------
                0.00    0.00       1/297408      CL_PlayCinematic_f [557]
                0.00    0.00       2/297408      CIN_PlayCinematic [640]
                0.00    0.00       5/297408      CM_LoadMap [389]
                0.00    0.00       6/297408      FS_PureServerSetLoadedPaks [331]
                0.00    0.00      12/297408      CM_AddFacetBevels [539]
                0.00    0.00      15/297408      Cvar_Get [705]
                0.00    0.00      28/297408      S_CodecUtilOpen [592]
                0.00    0.00      47/297408      CL_ServerInfoPacket [585]
                0.00    0.00      57/297408      CL_ConnectionlessPacket [583]
                0.00    0.00     336/297408      S_AL_SrcLoop [224]
                0.00    0.00    9143/297408      CL_GetServerCommand [421]
                0.01    0.00  287756/297408      CL_RefPrintf [381]
[482]    0.0    0.02    0.00  297408         Com_DPrintf [482]
-----------------------------------------------
                                   1             Cmd_ExecuteString <cycle 2> [431]
[483]    0.0    0.00    0.02       1         Com_Quit_f <cycle 2> [483]
                0.02    0.00       1/2           VM_Forced_Unload_Done [410]
                0.00    0.00       1/3           Cmd_Args [1051]
                0.00    0.00       1/2           VM_Forced_Unload_Start [1069]
                0.00    0.00       1/5           SV_Shutdown [1044]
                0.00    0.00       1/1           Com_Shutdown [1088]
                0.00    0.00       1/1           Sys_Quit [1112]
                0.00    0.00       1/8           FS_Shutdown [999]
                                   1             CL_Shutdown <cycle 2> [318]
-----------------------------------------------
                                                 <spontaneous>
[484]    0.0    0.02    0.00                 BoundsIntersectPoint [484]
-----------------------------------------------
                0.01    0.00   89174/89174       NET_SendPacket [354]
[485]    0.0    0.01    0.00   89174         Sys_SendPacket [485]
                0.00    0.00   89174/90710       NetadrToSockadr [547]
-----------------------------------------------
                0.00    0.00       3/9           CL_ShutdownRef [555]
                0.00    0.01       6/9           CL_ShutdownAll [333]
[486]    0.0    0.00    0.01       9         RE_Shutdown [486]
                0.00    0.01       9/757         R_IssuePendingRenderCommands [126]
                0.00    0.00       9/290908      CL_RefPrintf [381]
                0.00    0.00       3/3           GLimp_Shutdown [710]
                0.00    0.00       9/9           R_DeleteTextures [718]
                0.00    0.00      90/397         Cmd_RemoveCommand [912]
                0.00    0.00       9/9           R_DoneFreeType [990]
-----------------------------------------------
                0.00    0.00      14/4013697     EmitCallProcedure [689]
                0.00    0.00    2183/4013697     EmitCallErrJump [624]
                0.00    0.00    9816/4013697     EmitPtr [395]
                0.00    0.00   32934/4013697     EmitMovEDXStack [581]
                0.00    0.00   35815/4013697     EmitCallIns [577]
                0.00    0.00   41412/4013697     EmitCallConst [564]
                0.00    0.00   51508/4013697     EmitCallRel [593]
                0.00    0.00   69897/4013697     EmitJumpIns [563]
                0.00    0.00  364107/4013697     EmitMovEAXStack [535]
                0.00    0.00  425496/4013697     ConstOptimize [422]
                0.00    0.01 2980515/4013697     VM_Compile [233]
[487]    0.0    0.00    0.01 4013697         Emit4 [487]
                0.01    0.00 16054788/46599464     Emit1 [363]
-----------------------------------------------
                0.00    0.00    1961/11459       S_StartLocalSound [569]
                0.00    0.01    9498/11459       S_AL_StartSound [270]
[488]    0.0    0.00    0.01   11459         S_AL_StartLocalSound [488]
                0.01    0.00   11459/168196      S_AL_SrcAlloc [285]
                0.00    0.00   11459/136135      S_AL_SrcSetup [320]
                0.00    0.00   11459/4077804     S_AL_CheckInput [544]
-----------------------------------------------
                0.00    0.01      10/10          Hunk_Clear [393]
[489]    0.0    0.00    0.01      10         VM_Clear [489]
                0.00    0.01      30/44          VM_Free [459]
-----------------------------------------------
                0.00    0.00       2/377         S_CodecOpenStream [625]
                0.00    0.01     375/377         S_CodecLoad [491]
[490]    0.0    0.00    0.01     377         S_CodecGetSound [490]
                0.00    0.01     375/375         S_WAV_CodecLoad [494]
                0.00    0.00      14/14          S_OGG_CodecLoad [601]
                0.00    0.00      10/10          S_XMP_CodecOpenStream [607]
                0.00    0.00       2/16          S_OGG_CodecOpenStream [600]
                0.00    0.00       2/2           S_WAV_CodecOpenStream [627]
                0.00    0.00      16/11133       Com_Printf [353]
                0.00    0.00    2264/11515975     Q_stricmp [748]
                0.00    0.00     377/557218      Q_strncpyz [757]
                0.00    0.00     377/3415        COM_GetExtension [853]
                0.00    0.00      96/52667       Com_sprintf [800]
                0.00    0.00      70/70          S_XMP_CodecLoad [950]
                0.00    0.00      16/33076       COM_StripExtension [810]
-----------------------------------------------
                0.00    0.01     375/375         S_AL_BufferLoad [476]
[491]    0.0    0.00    0.01     375         S_CodecLoad [491]
                0.00    0.01     375/377         S_CodecGetSound [490]
-----------------------------------------------
                0.00    0.00   89114/365892      Netchan_Transmit [231]
                0.00    0.01  276778/365892      CL_WritePacket [163]
[492]    0.0    0.00    0.01  365892         MSG_WriteLong [492]
                0.00    0.01  365892/11381503     MSG_WriteBits [195]
-----------------------------------------------
                0.00    0.00       1/3           CL_PlayCinematic_f [557]
                0.00    0.01       2/3           CL_Frame [4]
[493]    0.0    0.01    0.01       3         S_StopAllSounds [493]
                0.01    0.00       3/12          S_AL_StopAllSounds [394]
-----------------------------------------------
                0.00    0.01     375/375         S_CodecGetSound [490]
[494]    0.0    0.00    0.01     375         S_WAV_CodecLoad [494]
                0.00    0.01     375/13313       FS_FOpenFileRead [188]
                0.00    0.00     361/361         S_ReadRIFFHeader [659]
                0.00    0.00     361/10877       FS_Read [642]
                0.00    0.00     361/8075        Hunk_AllocateTempMemory [829]
                0.00    0.00     361/361         S_ByteSwapRawSamples [918]
                0.00    0.00     361/6602        FS_FCloseFile [837]
-----------------------------------------------
                0.00    0.01     332/332         R_SubdividePatchToGrid [434]
[495]    0.0    0.00    0.01     332         R_CreateSurfaceGridMesh [495]
                0.01    0.00     996/3529        CL_RefMalloc [372]
                0.00    0.00    9772/26447609     AddPointToBounds [189]
                0.00    0.00     332/2469775     ClearBounds [367]
                0.00    0.00     332/332         VectorLength [924]
-----------------------------------------------
                0.00    0.01    1092/2321        FS_LoadZipFile [208]
                0.00    0.01    1229/2321        FS_FOpenFileReadDir [187]
[496]    0.0    0.00    0.01    2321         unzOpen [496]
                0.00    0.01    2321/2321        unzOpen2 [497]
-----------------------------------------------
                0.00    0.01    2321/2321        unzOpen [496]
[497]    0.0    0.00    0.01    2321         unzOpen2 [497]
                0.01    0.00    2321/2321        fopen_file_func [533]
                0.00    0.00    2321/4505        unzGoToFirstFile [584]
                0.00    0.00    6963/4005594     unzlocal_getLong [304]
                0.00    0.00   11605/5143322     unzlocal_getShort [319]
                0.00    0.00    2321/2321        unzlocal_SearchCentralDir [685]
                0.00    0.00    2321/2321        fill_fopen_filefunc [864]
                0.00    0.00    2321/599514      fseek_file_func [755]
                0.00    0.00    2321/39153       Z_MallocDebug [808]
-----------------------------------------------
                0.00    0.01     332/332         CMod_LoadPatches [499]
[498]    0.0    0.00    0.01     332         CM_GeneratePatchCollide [498]
                0.00    0.01     332/332         CM_PatchCollideFromGrid [500]
                0.00    0.00    3601/26447609     AddPointToBounds [189]
                0.00    0.00     332/2469775     ClearBounds [367]
                0.00    0.00     664/664         CM_SetGridWrapWidth [900]
                0.00    0.00     664/664         CM_SubdivideGridColumns [901]
                0.00    0.00     664/664         CM_RemoveDegenerateColumns [899]
                0.00    0.00     332/332         CM_TransposeGrid [921]
